date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;Unnamed: 28
06132026-16:32:14;-0.004968;-0.0049683966;-0.00496869933;-0.00496803357;-0.00496947;-0.0049705;-0.0049682;-0.0049734;-0.0049708;-0.0049706;2.21648e-07;2.5461e-07;5.01925e-08;1.10252e-07;1.69967e-07;1.69967e-07;1.49666e-06;1.24722e-07;4.71405e-08;34.1;35.5;38.6;23.0;23.0;24.02;45.3;1000.27;
06132026-11:09:31;0.008015;0.00801457434;0.00801411963;0.00801480265;0.00801279;0.0080121;0.008015;0.0080091;0.0080126;0.0080121;3.15301e-07;2.8834e-07;2.27929e-07;1.24989e-07;3.39935e-07;9.42809e-08;5.65685e-07;9.42809e-08;8.16497e-08;34.4;35.8;38.9;23.0;23.0;23.25;45.1;1001.2;
06132026-11:25:46;0.013095;0.0130947417;0.0130942418;0.0130953009;0.01309292;0.0130919;0.013095;0.013089;0.0130928;0.0130925;2.59856e-07;8.98075e-08;7.56256e-08;5.65685e-08;1.24722e-07;2.86744e-07;5.65685e-07;8.16497e-08;4.71405e-08;34.2;35.6;38.8;23.0;23.0;23.0;45.4;1001.22;
06132026-13:21:51;0.021191;0.0211906357;0.0211903469;0.0211907631;0.02118881;0.021188;0.0211911;0.0211875;0.0211883;0.0211884;1.78762e-07;1.25325e-07;1.7984e-07;4.49691e-08;4.02768e-07;4.02768e-07;5.65685e-07;1.24722e-07;2.62467e-07;34.0;35.4;38.6;23.0;23.0;22.99;45.8;1000.54;
06132026-16:15:59;0.02992;0.0299195588;0.0299193734;0.0299200184;0.02991871;0.0299172;0.0299199;0.0299151;0.0299167;0.0299171;1.64474e-07;1.1231e-07;1.38813e-07;1.60831e-07;2.94392e-07;4.71405e-08;9.79796e-07;8.16497e-08;8.16497e-08;34.0;35.3;38.5;23.0;23.0;23.84;45.8;1000.29;
06132026-14:36:09;0.067557;0.0675565529;0.0675562288;0.0675566199;0.06755503;0.0675537;0.0675565;0.0675517;0.0675547;0.0675541;1.01434e-07;2.11981e-07;1.6565e-07;1.2037e-07;1.88562e-07;1.63299e-07;5.65685e-07;4.71405e-08;1.24722e-07;34.1;35.4;38.6;23.0;23.0;22.97;46.2;999.95;
06132026-10:27:43;0.072815;0.072814804;0.0728145119;0.0728150137;0.07281312;0.0728115;0.0728148;0.0728091;0.0728124;0.0728127;9.37545e-08;1.70787e-07;2.65595e-07;1.5456e-07;2.16025e-07;5.09902e-07;1.53261e-06;4.71405e-08;1.69967e-07;34.2;35.6;38.8;23.0;23.0;23.45;45.2;1001.12;
06132026-14:50:05;0.099446;0.0994458546;0.0994449866;0.0994456194;0.09944409;0.0994429;0.0994458;0.0994424;0.0994439;0.0994428;3.26137e-07;8.1305e-08;1.21553e-07;1.18603e-07;2.94392e-07;2.49444e-07;1.69706e-06;1.24722e-07;4.71405e-08;34.0;35.4;38.6;23.0;23.0;22.79;45.9;999.89;
06132026-14:22:13;0.157061;0.157060974;0.157059935;0.157060711;0.15705904;0.1570577;0.157061;0.1570583;0.1570606;0.157058;3.64788e-07;1.60944e-07;1.1431e-07;4.92161e-08;3.09121e-07;2.49444e-07;5.65685e-07;4.71405e-08;1.63299e-07;34.0;35.4;38.5;23.0;23.0;22.76;46.0;1000.07;
06132026-11:28:05;0.163099;0.163098889;0.163098343;0.163099268;0.16309696;0.1630959;0.1630987;0.1630942;0.1630992;0.1630963;1.52879e-07;1.76044e-07;9.37408e-08;1.21198e-07;3.39935e-07;2.16025e-07;1.17851e-06;1.63299e-07;1.24722e-07;34.2;35.6;38.8;23.0;23.0;22.95;45.5;1001.25;
06132026-17:46:32;0.180767;0.180766635;0.180766373;0.180767445;0.18076593;0.1807652;0.1807665;0.1807637;0.1807671;0.180764;8.6171e-08;1.04769e-07;1.73876e-07;1.44453e-07;3.85861e-07;1.69967e-07;1.49666e-06;0.0;1.24722e-07;35.0;36.5;39.7;23.0;23.0;24.56;44.2;999.74;
06132026-18:12:05;0.219683;0.219682733;0.21968237;0.21968322;0.21968182;0.2196803;0.2196828;0.2196808;0.219685;0.2196801;8.69617e-08;1.10399e-07;1.7639e-07;1.0198e-07;3.39935e-07;3.09121e-07;5.65685e-07;4.71405e-08;1.69967e-07;35.0;36.5;39.8;23.0;23.0;24.09;44.4;999.51;
06132026-11:53:37;0.239924;0.239923729;0.239923103;0.239924081;0.23992217;0.2399206;0.2399236;0.2399197;0.2399287;0.2399211;1.6569e-07;2.28218e-07;2.21554e-07;1.65193e-07;4.92161e-07;4.32049e-07;2.77556e-17;4.71405e-08;1.24722e-07;34.1;35.5;38.7;23.0;23.0;22.76;45.8;1001.4;
06132026-13:49:42;0.266201;0.266200626;0.26620013;0.266201224;0.26619943;0.2661983;0.2661997;0.2661968;0.2662075;0.2661978;1.31038e-07;1.81132e-07;1.57392e-07;1.10855e-07;3.77124e-07;2.49444e-07;3.03791e-06;1.24722e-07;9.42809e-08;34.0;35.4;38.6;23.0;23.0;22.99;45.9;1000.43;
06132026-13:05:35;0.299009;0.299008924;0.299008089;0.299009353;0.29900724;0.299006;0.2990079;0.2990056;0.2990192;0.2990059;3.15278e-07;6.22725e-08;2.06781e-07;4.98888e-08;2.82843e-07;1.63299e-07;0.0;4.71405e-08;8.16497e-08;34.0;35.4;38.6;23.0;23.0;22.73;46.0;1001.02;
06132026-13:10:14;0.30658;0.30657976;0.306579375;0.306579969;0.30657824;0.3065767;0.306579;0.3065753;0.3065906;0.306577;2.73645e-07;1.50189e-07;1.07292e-07;7.03957e-08;9.42809e-08;4.10961e-07;5.65685e-07;1.24722e-07;1.24722e-07;34.1;35.5;38.6;23.0;23.0;23.02;46.1;1000.89;
06132026-10:50:56;0.309617;0.309617077;0.309616305;0.30961718;0.30961529;0.3096141;0.3096163;0.3096122;0.309629;0.3096143;2.51342e-07;4.12028e-08;1.07921e-07;1.18134e-07;2.82843e-07;4.32049e-07;6.12826e-07;3.26599e-07;1.24722e-07;34.3;35.6;38.8;23.0;23.0;23.23;45.2;1001.22;
06132026-16:39:12;0.319079;0.319078805;0.319078228;0.319079215;0.3190777;0.319077;0.3190777;0.3190743;0.3190896;0.3190762;1.86608e-07;1.53382e-07;1.36348e-07;2.24549e-07;1.88562e-07;1.63299e-07;1.17851e-06;2.35702e-07;8.16497e-08;34.1;35.6;38.7;23.0;23.0;24.07;45.2;1000.06;
06132026-11:35:03;0.368991;0.368990865;0.368990379;0.368991185;0.36898904;0.3689879;0.36899;0.3689859;0.3690101;0.368988;3.1978e-07;1.3775e-07;9.51838e-08;1.63911e-07;2.16025e-07;1.88562e-07;2.0854e-06;4.71405e-08;1.24722e-07;34.2;35.6;38.8;23.0;23.0;22.93;45.6;1001.31;
06132026-10:32:22;0.381585;0.381584854;0.38158468;0.381585252;0.38158362;0.3815821;0.3815845;0.3815804;0.3816055;0.3815823;1.65734e-07;2.81617e-07;3.36094e-07;1.56276e-07;2.94392e-07;2.82843e-07;1.02089e-06;1.24722e-07;4.71405e-08;34.2;35.6;38.8;23.0;23.0;23.79;45.1;1001.21;
06132026-11:18:48;0.407386;0.40738595;0.407385075;0.407386507;0.40738418;0.4073831;0.4073849;0.4073826;0.4074091;0.4073831;2.36229e-07;8.42253e-08;3.44594e-07;1.23648e-07;4.71405e-08;4.71405e-08;5.65685e-07;4.71405e-08;4.71405e-08;34.3;35.7;38.9;23.0;23.0;23.03;45.3;1001.19;
06132026-16:29:55;0.416101;0.416101022;0.416099945;0.416101094;0.41609986;0.4160988;0.4160996;0.4160968;0.4161233;0.4160978;1.2157e-07;8.2022e-08;2.93029e-07;8.83176e-08;2.0548e-07;2.62467e-07;1.02089e-06;8.16497e-08;4.71405e-08;34.0;35.5;38.5;23.0;23.0;24.02;45.4;1000.24;
06132026-14:59:22;0.435406;0.435405914;0.435405503;0.435406021;0.43540428;0.435403;0.4354048;0.4354019;0.4354292;0.4354028;4.29637e-07;1.78436e-07;8.6171e-08;1.38884e-07;2.62467e-07;1.24722e-07;1.17851e-06;9.42809e-08;8.16497e-08;34.0;35.4;38.6;23.0;23.0;22.72;46.1;1000.0;
06132026-13:28:49;0.457242;0.457241678;0.457241326;0.457242288;0.4572405;0.457239;0.4572403;0.4572394;0.4572655;0.4572388;2.493e-07;2.06448e-07;1.45997e-07;4.71405e-09;1.69967e-07;1.24722e-07;1.7442e-06;8.16497e-08;9.42809e-08;34.0;35.4;38.6;23.0;23.0;22.78;46.0;1000.48;
06132026-17:53:30;0.469381;0.469380826;0.469380106;0.469381525;0.46937967;0.4693787;0.4693799;0.4693785;0.4694027;0.469378;1.15575e-07;1.73398e-07;2.27967e-07;1.92238e-07;2.94392e-07;3.09121e-07;5.65685e-07;4.71405e-08;4.71405e-08;35.0;36.5;39.8;23.0;23.0;23.72;44.3;999.92;
06132026-13:00:57;0.502608;0.502607805;0.502607029;0.502608093;0.50260637;0.5026048;0.5026063;0.5026047;0.5026282;0.5026046;1.22164e-07;2.5065e-07;1.79839e-07;9.27362e-08;2.0548e-07;2.86744e-07;9.79796e-07;1.41421e-07;9.42809e-08;34.0;35.4;38.6;23.0;23.0;22.79;45.9;1000.88;
06132026-11:32:44;0.504232;0.504231712;0.504230829;0.504232048;0.50423019;0.5042287;0.5042307;0.5042266;0.5042524;0.5042289;1.78797e-07;1.10399e-07;7.8696e-08;6.3421e-08;2.62467e-07;8.16497e-08;5.65685e-07;4.71405e-08;4.71405e-08;34.3;35.6;38.8;23.0;23.0;22.93;45.5;1001.31;
06132026-11:37:22;0.518548;0.518547824;0.518546972;0.518548251;0.51854616;0.5185449;0.5185464;0.5185434;0.5185674;0.5185448;1.35887e-07;1.75374e-07;2.24307e-07;4.32049e-08;1.24722e-07;1.88562e-07;1.13137e-06;8.16497e-08;8.16497e-08;34.2;35.6;38.8;23.0;23.0;22.9;45.6;1001.28;
06132026-16:34:34;0.579327;0.579327038;0.57932585;0.57932718;0.57932594;0.5793244;0.5793249;0.5793235;0.579339;0.5793235;1.43217e-07;5.87708e-08;1.01409e-07;8.49837e-08;4.49691e-07;5.09902e-07;1.13137e-06;4.71405e-08;1.88562e-07;34.1;35.6;38.6;23.0;23.0;24.03;45.3;1000.22;
06132026-11:16:29;0.602208;0.602208191;0.602207181;0.602208397;0.60220635;0.6022054;0.6022064;0.6022051;0.602219;0.6022048;7.56549e-08;5.44944e-08;5.71548e-08;1.63095e-07;2.49444e-07;4.71405e-08;1.7442e-06;4.71405e-08;1.63299e-07;34.3;35.7;38.9;23.0;23.0;23.08;45.3;1001.23;
06132026-16:36:53;0.624769;0.624768759;0.624767823;0.624769094;0.62476778;0.6247666;0.6247669;0.6247635;0.6247764;0.6247656;1.19023e-07;2.69852e-08;1.59372e-07;4.6428e-08;4.71405e-08;8.16497e-08;1.49666e-06;7.4087e-07;4.71405e-08;34.2;35.6;38.6;23.0;23.0;24.08;45.2;1000.19;
06132026-12:23:48;0.628462;0.628462009;0.628461081;0.628462329;0.62846048;0.628459;0.6284597;0.628459;0.6284701;0.6284586;2.90234e-07;5.4491e-08;8.69147e-08;1.68589e-07;4.98888e-07;2.62467e-07;2.03961e-06;1.24722e-07;1.24722e-07;34.0;35.4;38.6;23.0;23.0;23.22;45.7;1001.18;
06132026-11:58:15;0.631435;0.631434905;0.631434164;0.631435318;0.63143329;0.6314323;0.6314331;0.6314301;0.6314429;0.6314316;1.32855e-07;1.91868e-07;3.59591e-08;2.29395e-07;5.55778e-07;1.69967e-07;0.0;4.71405e-08;4.71405e-08;34.1;35.5;38.7;23.0;23.0;22.78;45.9;1001.4;
06132026-13:24:10;0.654418;0.65441797;0.654417155;0.654418199;0.65441603;0.6544151;0.654416;0.6544145;0.6544243;0.6544145;2.6217e-07;1.16278e-07;4.12479e-08;2.22261e-07;9.42809e-08;2.49444e-07;9.79796e-07;9.42809e-08;9.42809e-08;34.1;35.4;38.6;23.0;23.0;22.9;45.8;1000.48;
06132026-15:01:41;0.678307;0.678307301;0.678305884;0.678306959;0.67830519;0.6783041;0.6783049;0.6783035;0.6783113;0.6783034;5.07976e-07;1.62618e-07;4.28661e-08;1.30724e-07;4.49691e-07;1.69967e-07;5.65685e-07;4.71405e-08;4.71405e-08;34.0;35.4;38.6;23.0;23.0;22.66;46.1;999.99;
06132026-12:16:50;0.679715;0.679714758;0.679714123;0.67971514;0.6797134;0.6797123;0.6797132;0.6797124;0.6797196;0.6797115;1.5468e-07;1.78406e-07;1.46682e-07;1.03387e-07;3.39935e-07;2.49444e-07;1.17851e-06;1.24722e-07;1.63299e-07;33.9;35.3;38.6;23.0;23.0;23.28;46.0;1001.17;
06132026-17:58:09;0.711602;0.711602186;0.711601064;0.711602441;0.71160082;0.7115997;0.7116005;0.7115983;0.7116056;0.7115986;2.8914e-07;1.64838e-07;2.27919e-07;1.04243e-07;2.86744e-07;4.24264e-07;1.13137e-06;1.24722e-07;1.24722e-07;35.1;36.6;39.8;23.0;23.0;23.88;44.6;999.85;
06132026-13:35:47;0.718266;0.718266003;0.718264894;0.718266425;0.71826453;0.7182628;0.7182634;0.7182609;0.7182694;0.7182626;1.46043e-07;2.56416e-07;2.59351e-07;8.37987e-08;5.35413e-07;2.0548e-07;1.17851e-06;1.24722e-07;9.42809e-08;33.9;35.3;38.6;23.0;23.0;23.0;46.1;1000.47;
06132026-13:59:00;0.75243;0.752430066;0.752429007;0.752430239;0.75242875;0.7524273;0.7524278;0.7524285;0.7524325;0.7524265;2.77358e-07;1.28679e-07;4.94975e-08;4.02768e-08;4.71405e-08;2.44949e-07;1.54128e-06;2.94392e-07;1.63299e-07;34.0;35.3;38.6;23.0;23.0;22.72;46.0;1000.16;
06132026-11:42:01;0.760004;0.760004159;0.76000254;0.760004496;0.76000205;0.7600006;0.7600019;0.7600006;0.7600068;0.7600004;1.01453e-07;1.83147e-07;2.0433e-07;1.05304e-07;1.24722e-07;2.0548e-07;0.0;1.11022e-16;4.71405e-08;34.2;35.6;38.8;23.0;23.0;22.86;45.7;1001.37;
06132026-14:01:19;0.795099;0.795098968;0.795098244;0.795099185;0.79509721;0.7950959;0.7950963;0.795096;0.7950999;0.7950953;3.62104e-07;2.69883e-07;2.29993e-07;1.7282e-07;2.49444e-07;4.10961e-07;0.0;1.24722e-07;1.24722e-07;34.0;35.3;38.5;23.0;23.0;22.63;46.0;1000.2;
06132026-18:02:47;0.798151;0.798150662;0.798149941;0.798151451;0.79814986;0.798149;0.7981492;0.7981463;0.7981524;0.7981478;3.71297e-07;1.0124e-07;2.36162e-07;5.4365e-08;4.49691e-07;1.24722e-07;1.02089e-06;4.71405e-08;4.71405e-08;35.0;36.5;39.8;23.0;23.0;24.19;44.6;999.87;
06132026-13:19:31;0.805581;0.805581062;0.805579921;0.805581227;0.80557946;0.8055776;0.8055785;0.8055789;0.8055819;0.8055771;3.07404e-07;4.34197e-07;5.15639e-08;5.71548e-08;1.88562e-07;8.16497e-08;5.65685e-07;4.71405e-08;4.71405e-08;34.0;35.4;38.6;23.0;23.0;23.14;45.9;1000.61;
06132026-14:17:34;0.806074;0.806073971;0.806072808;0.806074163;0.80607228;0.8060714;0.8060711;0.806071;0.8060756;0.8060702;1.27093e-07;8.84676e-08;3.08323e-07;1.35728e-07;3.39935e-07;4.54606e-07;1.49666e-06;3.26599e-07;1.11022e-16;34.0;35.3;38.5;23.0;23.0;22.99;45.9;1000.1;
06132026-09:59:51;0.806448;0.806448139;0.806447037;0.806448754;0.8064465;0.8064449;0.8064463;0.8064468;0.8064494;0.8064449;9.51858e-08;4.12028e-08;1.19879e-07;1.75689e-07;2.94392e-07;1.11022e-16;9.79796e-07;7.11805e-07;8.16497e-08;34.3;35.8;38.9;23.0;23.0;23.61;44.9;1001.05;
06132026-17:11:42;0.809571;0.809570611;0.809569867;0.809571351;0.80956994;0.8095692;0.809569;0.8095682;0.8095726;0.8095676;1.35144e-07;8.77371e-08;1.36344e-07;1.77451e-07;1.41421e-07;2.82843e-07;1.13137e-06;1.24722e-07;9.42809e-08;34.6;36.1;39.2;23.0;23.0;24.31;44.7;999.6;
06132026-17:30:17;0.818712;0.818712296;0.818711084;0.818712656;0.81871109;0.8187104;0.81871;0.8187108;0.818713;0.8187086;2.62446e-07;1.14743e-07;9.72611e-08;1.90146e-07;3.85861e-07;1.69967e-07;1.02089e-06;1.24722e-07;8.16497e-08;34.8;36.4;39.5;23.0;23.0;24.53;44.4;999.75;
06132026-17:00:06;0.819918;0.819918258;0.819916846;0.819918295;0.81991713;0.8199163;0.8199159;0.8199153;0.8199186;0.8199148;3.60023e-08;3.04712e-07;1.57431e-07;8.01388e-08;1.69967e-07;1.69967e-07;2.50909e-06;8.16497e-08;1.69967e-07;34.5;36.0;39.0;23.0;23.0;24.25;44.9;999.68;
06132026-12:00:35;0.82199;0.82198965;0.821988749;0.821990359;0.82198812;0.8219869;0.8219872;0.8219876;0.8219907;0.8219861;1.57486e-07;1.41675e-07;1.92982e-07;1.47648e-07;3.29983e-07;1.88562e-07;5.65685e-07;2.62467e-07;4.71405e-08;34.1;35.5;38.7;23.0;23.0;22.77;45.9;1001.39;
06132026-15:57:25;1.033174;1.03317359;1.0331729;1.0331741;1.03317222;1.0331714;1.0331701;1.0331724;1.0331756;1.0331703;6.5301e-08;2.11966e-07;3.85883e-07;6.84755e-08;1.69967e-07;2.0548e-07;1.13137e-06;1.41421e-07;4.71405e-08;33.8;35.2;38.3;23.0;23.0;22.91;46.2;999.96;
06132026-10:04:30;1.039744;1.03974409;1.0397431;1.03974456;1.0397425;1.0397414;1.039742;1.0397432;1.0397472;1.0397408;1.26771e-07;1.90078e-07;1.32999e-07;6.2361e-08;1.63299e-07;2.0548e-07;9.79796e-07;5.55778e-07;1.24722e-07;34.4;35.7;38.9;23.0;23.0;23.7;44.8;1001.01;
06132026-14:40:47;1.044326;1.04432599;1.04432483;1.04432619;1.04432495;1.0443234;1.0443223;1.0443224;1.0443288;1.044322;1.30958e-07;1.56381e-07;2.6833e-07;2.52234e-07;2.44949e-07;1.88562e-07;1.54128e-06;2.35702e-07;2.86744e-07;34.1;35.4;38.6;23.0;23.0;23.35;46.2;999.93;
06132026-10:41:39;1.059024;1.05902408;1.05902292;1.059025;1.0590223;1.0590214;1.0590216;1.0590214;1.0590274;1.0590209;3.00503e-07;1.25237e-07;1.48492e-07;9.39267e-08;4.71405e-08;2.44949e-07;1.17851e-06;4.71405e-08;2.49444e-07;34.2;35.6;38.8;23.0;23.0;23.26;45.0;1001.22;
06132026-12:58:38;1.062098;1.06209808;1.06209644;1.06209811;1.06209621;1.0620956;1.0620952;1.0620951;1.062101;1.0620941;4.0261e-07;1.10325e-07;1.32999e-07;8.73053e-08;4.02768e-07;2.94392e-07;5.65685e-07;1.88562e-07;1.69967e-07;34.0;35.4;38.6;23.0;23.0;22.83;45.8;1000.87;
06132026-14:47:45;1.085737;1.08573682;1.08573604;1.08573726;1.08573549;1.0857344;1.085733;1.0857356;1.0857417;1.0857331;1.22972e-07;6.09608e-08;3.00063e-07;9.67241e-08;4.32049e-07;3.09121e-07;1.17851e-06;1.24722e-07;8.16497e-08;34.0;35.4;38.6;23.0;23.0;22.92;45.9;999.98;
06132026-11:39:41;1.101263;1.10126306;1.10126156;1.10126341;1.10126106;1.10126;1.1012599;1.1012617;1.1012676;1.101259;6.56574e-08;1.63896e-07;1.35051e-07;2.37534e-07;1.24722e-07;4.92161e-07;5.65685e-07;9.42809e-08;8.16497e-08;34.2;35.6;38.8;23.0;23.0;22.86;45.6;1001.39;
06132026-17:07:04;1.116498;1.11649843;1.11649666;1.11649859;1.11649696;1.1164961;1.1164954;1.1164965;1.1165042;1.1164946;4.58476e-08;2.01265e-07;2.07434e-07;1.43062e-07;1.24722e-07;2.86744e-07;5.65685e-07;2.16025e-07;9.42809e-08;34.5;36.0;39.1;23.0;23.0;24.3;44.8;999.75;
06132026-12:56:18;1.119249;1.11924898;1.11924776;1.11924941;1.11924706;1.1192467;1.1192456;1.1192458;1.1192563;1.1192447;2.87169e-07;1.42132e-07;2.88051e-07;8.17856e-08;3.77124e-07;3.68179e-07;1.13137e-06;3.29983e-07;9.42809e-08;34.0;35.4;38.5;23.0;23.0;22.92;45.8;1000.98;
06132026-15:22:35;1.131172;1.13117236;1.13117076;1.13117238;1.13117052;1.1311699;1.131168;1.1311707;1.1311777;1.1311677;2.36187e-07;6.78086e-08;2.83921e-07;1.10252e-07;3.68179e-07;3.39935e-07;5.65685e-07;4.71405e-08;1.24722e-07;33.9;35.3;38.5;23.0;23.0;22.87;46.0;1000.05;
06132026-12:07:33;1.15217;1.15216981;1.15216872;1.15217046;1.15216845;1.1521674;1.1521667;1.1521672;1.1521748;1.152166;2.57367e-07;7.43968e-08;1.21316e-07;1.42361e-07;2.16025e-07;1.24722e-07;1.7442e-06;6.16441e-07;2.16025e-07;34.0;35.4;38.7;23.0;23.0;22.67;45.9;1001.26;
06132026-12:21:29;1.168882;1.16888209;1.16888067;1.16888215;1.16888049;1.1688795;1.1688784;1.1688808;1.1688845;1.168878;1.70241e-07;1.28731e-07;2.10647e-07;1.65798e-07;2.82843e-07;4.08248e-07;5.65685e-07;9.42809e-08;1.69967e-07;34.0;35.4;38.6;23.0;23.0;23.39;45.8;1001.17;
06132026-09:52:54;1.169809;1.16980911;1.16980786;1.16980988;1.16980711;1.1698065;1.1698069;1.1698062;1.1698121;1.1698055;9.89949e-08;2.62147e-07;1.48964e-07;5.71548e-08;9.42809e-08;1.88562e-07;9.79796e-07;9.42809e-08;1.41421e-07;34.4;35.8;39.0;23.0;23.0;23.19;44.8;1001.02;
06132026-12:14:31;1.171038;1.17103801;1.1710369;1.17103827;1.17103629;1.1710348;1.1710345;1.1710352;1.1710402;1.1710342;1.70241e-07;1.32465e-07;2.16384e-07;1.0274e-07;2.16025e-07;1.69967e-07;1.13137e-06;2.16025e-07;4.71405e-08;34.0;35.3;38.6;23.0;23.0;23.12;46.1;1001.16;
06132026-16:13:40;1.201448;1.20144825;1.20144681;1.20144825;1.20144674;1.2014459;1.201444;1.201446;1.201449;1.2014439;1.2723e-07;2.29667e-07;3.05686e-07;1.772e-07;9.42809e-08;2.94392e-07;6.12826e-07;1.69967e-07;2.16025e-07;33.9;35.3;38.4;23.0;23.0;23.73;45.9;1000.23;
06132026-15:06:20;1.233702;1.23370211;1.23370088;1.23370204;1.2337001;1.2336992;1.2336978;1.2337016;1.233703;1.2336978;2.32712e-07;4.83483e-08;2.36459e-07;2.37627e-07;1.41421e-07;2.62467e-07;1.17851e-06;2.49444e-07;2.16025e-07;34.0;35.4;38.6;23.0;23.0;22.61;46.1;999.88;
06132026-17:51:11;1.239538;1.23953797;1.23953651;1.23953888;1.23953671;1.2395363;1.2395352;1.2395367;1.2395381;1.2395343;1.44652e-07;1.28731e-07;1.11215e-07;7.93025e-08;2.94392e-07;2.44949e-07;1.17851e-06;2.82843e-07;9.42809e-08;35.0;36.6;39.8;23.0;23.0;23.94;44.2;999.77;
06132026-13:42:45;1.257425;1.25742491;1.25742387;1.25742503;1.25742373;1.2574225;1.2574207;1.2574241;1.2574255;1.257421;2.37771e-07;1.12178e-07;4.03134e-07;1.04243e-07;1.24722e-07;2.86744e-07;5.65685e-07;2.16025e-07;9.42809e-08;34.0;35.4;38.5;23.0;23.0;23.35;46.0;1000.33;
06132026-14:19:54;1.261413;1.26141285;1.26141172;1.26141311;1.26141117;1.2614102;1.261409;1.2614112;1.2614137;1.2614085;1.5166e-07;1.28245e-07;1.08954e-07;6.64998e-08;2.16025e-07;4.10961e-07;1.95959e-06;9.42809e-08;4.71405e-08;34.0;35.4;38.5;23.0;23.0;22.85;45.9;999.96;
06132026-14:08:17;1.264391;1.26439088;1.26438995;1.26439153;1.26438974;1.2643883;1.2643869;1.2643894;1.2643922;1.2643867;1.36648e-07;7.67738e-08;1.08954e-07;1.58955e-07;2.86744e-07;4.32049e-07;1.53261e-06;2.86744e-07;1.41421e-07;33.9;35.3;38.5;23.0;23.0;23.1;46.2;1000.21;
06132026-16:50:49;1.308119;1.30811933;1.3081176;1.30811934;1.30811759;1.3081175;1.3081152;1.3081194;1.3081199;1.3081152;1.43356e-07;1.9868e-07;2.83674e-07;6.2361e-08;4.78423e-07;1.41421e-07;6.12826e-07;6.53197e-07;4.71405e-08;34.3;35.8;38.8;23.0;23.0;24.15;45.0;999.83;
06132026-17:48:51;1.327814;1.32781415;1.32781257;1.32781475;1.32781257;1.3278125;1.3278108;1.3278122;1.3278131;1.32781;8.73053e-08;2.49817e-07;1.64998e-07;1.47045e-07;3.74166e-07;2.86744e-07;5.65685e-07;2.44949e-07;2.35702e-07;35.0;36.5;39.8;23.0;23.0;24.23;44.1;999.82;
06132026-10:46:18;1.342291;1.34229156;1.34228986;1.34229197;1.34228927;1.3422884;1.3422879;1.3422881;1.3422919;1.3422872;2.86986e-07;1.53212e-07;2.77058e-07;1.60485e-07;3.09121e-07;1.88562e-07;5.65685e-07;9.42809e-08;1.41421e-07;34.2;35.7;38.7;23.0;23.0;23.1;45.1;1001.22;
