date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;
06132026-05:48:33;6.35344;6.35344022;6.35343312;6.35344275;6.3534293;6.3534406;6.3534304;6.3534485;6.353358;6.353441;2.29726e-07;2.67762e-07;5.23832e-07;9.20145e-07;3.55903e-07;2.35702e-07;9.79796e-07;2.16025e-06;1.24722e-06;34.7;36.1;39.3;23.0;23.0;24.370;43.8;1001.57;
06132026-05:50:52;-4.92217;-4.92217064;-4.92216792;-4.92217423;-4.9221624;-4.9221728;-4.92217;-4.9221887;-4.922428;-4.922194;7.01921e-07;3.37297e-07;3.87183e-07;3.09121e-07;4.92161e-07;1.63299e-07;5.65685e-07;1.24722e-06;8.16497e-07;34.8;36.2;39.3;23.0;23.0;24.360;43.8;1001.46;
06132026-05:53:12;4.516474;4.51647411;4.51646959;4.51647651;4.5164667;4.5164736;4.5164663;4.5164774;4.516234;4.516474;5.00508e-07;6.38975e-08;1.23413e-07;9.28559e-07;2.82843e-07;1.69967e-07;9.79796e-07;1.41421e-06;2.62467e-06;34.8;36.1;39.3;23.0;23.0;24.370;43.8;1001.35;
06132026-05:55:31;2.968918;2.96891802;2.96891531;2.9689201;2.9689133;2.9689167;2.9689125;2.9689191;2.968752;2.968918;1.29683e-07;2.77466e-07;2.81278e-07;1.24722e-07;1.69967e-07;2.49444e-07;9.79796e-07;1.24722e-06;2.0548e-06;34.8;36.2;39.3;23.0;23.0;24.420;43.7;1001.39;
06132026-05:57:50;0.573056;0.573055969;0.573054998;0.573056569;0.5730546;0.5730534;0.5730551;0.5730513;0.573057;0.57306;5.40961e-08;2.1594e-07;1.78697e-07;8.16497e-08;3.39935e-07;1.63299e-07;1.13137e-06;5.09902e-06;2.35702e-06;34.8;36.2;39.3;23.0;23.0;24.430;43.7;1001.41;
06132026-06:00:10;-8.239864;-8.23986594;-8.23985982;-8.23987086;-8.2398522;-8.2398665;-8.2398656;-8.2398924;-8.239933;-8.239898;5.49377e-07;2.35702e-08;1.59112e-07;8.95669e-07;4.71405e-08;4.08248e-07;2.50909e-06;2.62467e-06;8.16497e-07;34.8;36.2;39.3;23.0;23.0;24.470;43.7;1001.50;
06132026-06:02:29;2.223485;2.22348521;2.22348267;2.22348656;2.2234814;2.2234842;2.2234817;2.2234847;2.223404;2.223485;2.95656e-07;1.86249e-07;4.23873e-07;3.77124e-07;1.24722e-07;2.49444e-07;1.49666e-06;4.71405e-07;1.69967e-06;34.8;36.1;39.3;23.0;23.0;24.460;43.7;1001.37;
06132026-06:04:49;4.363315;4.36331531;4.36331029;4.3633179;4.3633084;4.363315;4.3633077;4.3633182;4.36306;4.363312;2.64432e-07;3.44347e-07;1.46648e-07;3.77124e-07;4.10961e-07;3.74166e-07;6.12826e-07;3.29983e-06;1.24722e-06;34.8;36.2;39.4;23.0;23.0;24.470;43.6;1001.44;
06132026-06:07:08;-7.753896;-7.75389732;-7.75389213;-7.75390269;-7.7538847;-7.7538989;-7.7538974;-7.7539206;-7.753982;-7.753925;3.2605e-07;5.63363e-07;1.56978e-07;4.6428e-07;1.24722e-07;1.63299e-07;1.7442e-06;9.42809e-07;4.08248e-06;34.9;36.3;39.4;23.0;23.0;24.490;43.6;1001.39;
06132026-06:09:28;-5.440269;-5.44027072;-5.44026705;-5.44027425;-5.4402622;-5.4402713;-5.4402704;-5.4402914;-5.440499;-5.440294;2.40446e-07;2.60139e-07;8.65345e-08;8.25967e-07;1.41421e-07;3.29983e-07;2.00056e-06;2.49444e-06;8.16497e-07;34.9;36.2;39.4;23.0;23.0;24.510;43.6;1001.40;
06132026-06:11:47;0.717306;0.717305944;0.717304972;0.717306528;0.7173046;0.7173041;0.7173054;0.7173;0.717309;0.71731;8.25429e-08;1.22368e-07;9.90421e-08;8.21922e-07;5.09902e-07;1.24722e-07;2.87557e-06;1.88562e-06;4.02768e-06;34.9;36.2;39.4;23.0;23.0;24.530;43.6;1001.40;
06132026-06:14:06;0.996148;0.996147452;0.99614645;0.996148503;0.9961464;0.996146;0.9961463;0.9961429;0.996137;0.996152;4.34196e-07;2.87113e-07;2.68254e-07;4.6428e-07;4.6428e-07;3.39935e-07;1.02089e-06;2.0548e-06;2.0548e-06;34.9;36.3;39.4;23.0;23.0;24.540;43.6;1001.37;
06132026-06:16:26;2.06036;2.06036049;2.06035748;2.06036141;2.0603574;2.0603583;2.0603565;2.060358;2.060286;2.06036;3.89107e-07;7.12881e-08;8.92985e-08;4.92161e-07;2.0548e-07;2.35702e-07;0;4.89898e-06;2.16025e-06;34.9;36.3;39.5;23.0;23.0;24.540;43.5;1001.42;
06132026-06:18:45;4.340002;4.34000267;4.33999784;4.34000513;4.3399951;4.3400014;4.3399951;4.3400045;4.339747;4.340002;2.44165e-07;1.53212e-07;4.94975e-08;1.51511e-06;4.49691e-07;2.49444e-07;1.17851e-06;3.68179e-06;1.24722e-06;34.9;36.3;39.5;23.0;23.0;24.560;43.5;1001.34;
06132026-06:21:04;-0.948867;-0.948867949;-0.948868074;-0.948868418;-0.9488662;-0.9488703;-0.9488678;-0.948876;-0.948874;-0.94887;4.40438e-07;3.06385e-07;5.22499e-07;4.49691e-07;4.89898e-07;2.0548e-07;9.79796e-07;1.24722e-06;1.24722e-06;34.9;36.3;39.5;23.0;23.0;24.580;43.5;1001.31;
06132026-06:23:24;3.737408;3.73740788;3.73740369;3.73741012;3.7374019;3.737407;3.737402;3.7374092;3.737158;3.737407;3.07437e-07;3.52071e-07;2.4444e-07;5.71548e-07;3.39935e-07;1.24722e-07;5.65685e-07;2.62467e-06;8.16497e-07;34.9;36.3;39.5;23.0;23.0;24.560;43.5;1001.33;
06132026-06:25:43;9.535033;9.53503354;9.53502346;9.53503852;9.535016;9.5350359;9.535029;9.5350519;9.534998;9.535038;7.06226e-08;1.64366e-07;3.23848e-07;8.99383e-07;5.09902e-07;5.24934e-07;1.13137e-06;4.02768e-06;3.55903e-06;34.9;36.4;39.5;23.0;23.0;24.530;43.5;1001.29;
06132026-06:28:03;5.70742;5.70742076;5.70741447;5.70742422;5.7074116;5.7074203;5.7074136;5.7074274;5.707298;5.707417;3.66487e-07;3.8276e-07;3.13484e-07;1.24722e-07;3.29983e-07;9.03081e-07;9.79796e-07;2.16025e-06;8.16497e-07;34.9;36.5;39.5;23.0;23.0;24.540;43.5;1001.30;
06132026-06:30:22;-4.433847;-4.43384845;-4.43384547;-4.43385148;-4.433841;-4.4338504;-4.4338487;-4.4338653;-4.434116;-4.433865;2.43448e-07;3.46922e-07;1.07661e-07;9.56847e-07;1.63299e-07;5.4365e-07;0;1.24722e-06;3.29983e-06;34.9;36.4;39.5;23.0;23.0;24.530;43.5;1001.35;
06132026-06:32:42;10.49059;10.4905906;10.4905792;10.490597;10.4905735;10.4905934;10.49059;10.490615;10.490505;10.490587;3.60648e-07;5.776e-07;2.41431e-07;8.25967e-07;1.24722e-07;4.71405e-07;1.24722e-06;2.49444e-06;1.41421e-06;34.9;36.3;39.5;23.0;23.0;24.560;43.5;1001.31;
06132026-06:35:01;9.669744;9.66974436;9.66973402;9.66975073;9.6697285;9.6697468;9.6697435;9.6697662;9.669697;9.669737;4.5247e-07;2.22523e-07;7.84984e-08;6.94422e-07;3.26599e-07;9.42809e-08;1.02089e-06;2.86744e-06;2.35702e-06;35.0;36.5;39.6;23.0;23.0;24.570;43.4;1001.36;
06132026-06:37:21;8.375708;8.37570877;8.37569952;8.3757145;8.3756948;8.3757098;8.3757041;8.3757251;8.37568;8.375702;2.55912e-07;9.46256e-08;1.86714e-07;3.09121e-07;1.69967e-07;1.24722e-07;5.65685e-07;1.69967e-06;3.39935e-06;35.0;36.5;39.6;23.0;23.0;24.610;43.4;1001.38;
06132026-06:39:40;-3.509563;-3.50956506;-3.50956189;-3.50956716;-3.5095586;-3.5095668;-3.5095638;-3.5095806;-3.509757;-3.509581;4.28962e-07;7.77817e-08;2.50568e-07;8.99383e-07;2.0548e-07;4.02768e-07;0;8.16497e-07;9.42809e-07;35.0;36.5;39.6;23.0;23.0;24.640;43.4;1001.33;
06132026-06:42:00;4.390549;4.39054922;4.39054448;4.390552;4.3905411;4.3905485;4.3905428;4.3905513;4.390302;4.390549;3.14045e-07;2.33969e-07;5.53378e-07;2.44949e-07;4.71405e-08;8.16497e-08;0;4.10961e-06;3.55903e-06;35.0;36.4;39.6;23.0;23.0;24.660;43.4;1001.41;
06132026-06:44:19;-2.787815;-2.78781658;-2.78781407;-2.78781806;-2.7878103;-2.7878185;-2.7878163;-2.7878298;-2.787916;-2.787823;2.57563e-07;2.1722e-07;1.95186e-07;8.99383e-07;1.69967e-07;4.71405e-08;1.49666e-06;3.77124e-06;9.42809e-07;35.1;36.5;39.6;23.0;23.0;24.670;43.4;1001.38;
06132026-06:46:39;6.098041;6.09804148;6.09803444;6.09804528;6.098031;6.098042;6.0980346;6.0980484;6.097945;6.098043;1.36434e-07;1.7392e-07;1.52912e-07;4.02768e-07;2.94392e-07;2.49444e-07;6.12826e-07;2.44949e-06;1.24722e-06;35.1;36.5;39.6;23.0;23.0;24.710;43.3;1001.26;
06132026-06:48:58;3.363497;3.3634974;3.36349338;3.36349923;3.363492;3.3634956;3.363493;3.3634966;3.363273;3.363498;2.10707e-07;5.46829e-08;6.5301e-08;3.55903e-07;5.24934e-07;2.82843e-07;2.0854e-06;2.62467e-06;2.16025e-06;35.1;36.5;39.7;23.0;23.0;24.720;43.3;1001.36;
06132026-06:51:17;10.527853;10.5278538;10.5278419;10.527861;10.5278371;10.527857;10.527852;10.527877;10.527763;10.527854;6.01849e-08;1.666e-07;8.04156e-08;5.24934e-07;2.62467e-07;4.71405e-07;1.69967e-06;4.02768e-06;3.74166e-06;35.1;36.5;39.7;23.0;23.0;24.730;43.3;1001.36;
06132026-06:53:37;-2.378282;-2.3782834;-2.3782816;-2.37828478;-2.3782784;-2.3782864;-2.3782828;-2.3782961;-2.378356;-2.378291;1.30958e-07;2.25803e-07;3.41269e-07;5.71548e-07;5.65685e-07;1.63299e-07;1.13137e-06;8.16497e-07;2.49444e-06;35.1;36.6;39.7;23.0;23.0;24.700;43.3;1001.36;
06132026-06:55:56;0.867722;0.867721698;0.867720537;0.867722843;0.8677205;0.8677197;0.8677211;0.8677193;0.867712;0.867723;2.97659e-07;2.09118e-07;2.01648e-07;8.99383e-07;2.94392e-07;9.42809e-08;6.12826e-07;9.42809e-07;1.24722e-06;35.1;36.5;39.7;23.0;23.0;24.730;43.3;1001.39;
06132026-06:58:15;-5.741242;-5.74124315;-5.74123878;-5.74124756;-5.7412323;-5.7412449;-5.741243;-5.741265;-5.741432;-5.741265;3.78043e-07;5.75198e-07;2.69501e-07;8.49837e-07;1.88562e-07;2.82843e-07;1.53261e-06;9.42809e-07;3.55903e-06;35.1;36.6;39.7;23.0;23.0;24.750;43.3;1001.36;
06132026-07:00:35;-2.419564;-2.41956526;-2.41956381;-2.4195672;-2.41956;-2.4195672;-2.4195651;-2.4195778;-2.419634;-2.419574;2.49678e-07;1.29639e-07;9.05097e-08;2.94392e-07;2.94392e-07;2.49444e-07;5.65685e-07;2.82843e-06;2.44949e-06;35.1;36.5;39.7;23.0;23.0;24.750;43.2;1001.35;
06132026-07:02:54;3.690538;3.69053774;3.69053369;3.69054098;3.6905313;3.6905374;3.6905322;3.6905394;3.690287;3.690537;1.43836e-07;9.75921e-08;4.43252e-07;1.88562e-07;2.0548e-07;4.02768e-07;1.17851e-06;0;2.16025e-06;35.1;36.5;39.7;23.0;23.0;24.720;43.2;1001.32;
06132026-07:05:13;0.325592;0.325591662;0.325591137;0.325592208;0.3255912;0.3255894;0.3255916;0.3255864;0.325589;0.325595;6.75718e-08;5.09181e-07;2.40125e-07;8.57645e-07;1.88562e-07;4.02768e-07;2.00056e-06;1.63299e-06;2.86744e-06;35.1;36.6;39.7;23.0;23.0;24.360;43.1;1001.36;
06132026-07:07:33;-7.36939;-7.36939125;-7.36938637;-7.36939765;-7.3693789;-7.369393;-7.369392;-7.3694156;-7.36948;-7.369422;1.13567e-07;4.59925e-07;1.58015e-07;9.17727e-07;9.42809e-08;3.26599e-07;9.79796e-07;2.94392e-06;9.42809e-07;35.1;36.6;39.7;23.0;23.0;24.010;43.1;1001.33;
06132026-07:09:52;-7.334271;-7.3342725;-7.33426792;-7.33427864;-7.3342603;-7.3342743;-7.3342735;-7.3342994;-7.334353;-7.334306;1.03499e-07;2.07579e-08;2.93378e-07;1.03709e-06;2.86744e-07;2.44949e-07;1.7442e-06;4.32049e-06;1.41421e-06;35.1;36.5;39.7;23.0;23.0;23.870;43.2;1001.37;
06132026-07:12:12;1.881479;1.88147911;1.881477;1.88148095;1.8814752;1.8814779;1.881476;1.8814787;1.881424;1.881481;1.43139e-07;1.33382e-07;3.71872e-07;5.4365e-07;1.24722e-07;1.88562e-07;2.07257e-06;4.71405e-07;2.35702e-06;35.1;36.5;39.7;23.0;23.0;23.960;43.4;1001.39;
06132026-07:14:31;6.48774;6.48774;6.4877334;6.48774452;6.4877299;6.4877415;6.4877326;6.4877482;6.48766;6.48774;2.76812e-07;2.98447e-07;2.01538e-07;8.17856e-07;3.29983e-07;4.49691e-07;1.02089e-06;1.69967e-06;5.79272e-06;35.0;36.5;39.7;23.0;23.0;24.110;43.5;1001.46;
06132026-07:16:51;-10.786252;-10.7862526;-10.7862462;-10.7862616;-10.7862352;-10.7862553;-10.786251;-10.786284;-10.78636;-10.786295;1.8732e-07;3.40816e-07;3.41793e-07;1.4197e-06;2.86744e-07;8.16497e-07;9.42809e-07;1.69967e-06;1.69967e-06;35.0;36.6;39.7;23.0;23.0;24.250;43.5;1001.49;
06132026-07:19:10;4.650582;4.65058187;4.65057702;4.65058505;4.6505735;4.6505824;4.6505754;4.6505863;4.650352;4.650584;1.49114e-07;2.83751e-07;2.00042e-07;6.54896e-07;3.55903e-07;3.77124e-07;1.02089e-06;2.0548e-06;0;35.0;36.4;39.6;23.0;23.0;24.310;43.5;1001.47;
06132026-07:21:30;-9.658597;-9.65859843;-9.65859213;-9.65860577;-9.6585826;-9.6586008;-9.6585981;-9.6586286;-9.658667;-9.658636;4.22348e-07;4.41018e-07;7.01331e-07;1.69967e-07;4.18994e-07;7.71722e-07;5.65685e-07;3.68179e-06;2.35702e-06;35.0;36.5;39.6;23.0;23.0;24.360;43.5;1001.42;
06132026-07:23:49;-7.537009;-7.5370107;-7.53700505;-7.53701586;-7.5369981;-7.5370115;-7.5370123;-7.5370345;-7.537093;-7.537044;2.06734e-07;1.96527e-07;4.86935e-07;4.89898e-07;2.82843e-07;2.49444e-07;5.65685e-07;2.86744e-06;1.24722e-06;35.0;36.4;39.6;23.0;23.0;24.400;43.5;1001.42;
06132026-07:26:08;1.32404;1.32404016;1.32403852;1.32404126;1.3240377;1.3240386;1.3240384;1.324036;1.324018;1.324044;5.28902e-07;4.28956e-07;2.85641e-07;2.16025e-07;4.49691e-07;1.69967e-07;5.65685e-07;2.35702e-06;3.26599e-06;35.0;36.4;39.6;23.0;23.0;24.460;43.5;1001.43;
06132026-07:28:28;2.182573;2.18257296;2.18257038;2.18257466;2.1825691;2.1825714;2.1825701;2.1825732;2.182495;2.182571;2.64608e-07;9.71494e-08;2.10647e-07;8.64099e-07;4.49691e-07;9.42809e-08;5.65685e-07;1.63299e-06;8.16497e-07;35.0;36.5;39.6;23.0;23.0;24.500;43.5;1001.41;
06132026-07:30:47;3.961053;3.96105333;3.96104854;3.96105581;3.9610468;3.9610521;3.9610467;3.9610543;3.960789;3.961049;1.64992e-08;9.00703e-08;1.40479e-07;2.44949e-07;9.42809e-08;1.24722e-07;1.13137e-06;2.35702e-06;4.71405e-07;35.0;36.5;39.6;23.0;23.0;24.520;43.4;1001.38;
06132026-07:33:07;-8.000006;-8.00000735;-8.00000121;-8.0000128;-7.9999944;-8.0000093;-8.0000083;-8.0000322;-8.000072;-8.000041;2.18499e-07;4.81283e-07;2.60878e-07;5.09902e-07;5.4365e-07;1.69967e-07;0;4.96655e-06;1.24722e-06;35.0;36.5;39.6;23.0;23.0;24.590;43.4;1001.42;
06132026-07:35:26;-8.297096;-8.29709754;-8.29709104;-8.29710331;-8.2970823;-8.2970993;-8.297099;-8.2971242;-8.297164;-8.297131;3.72564e-07;2.67762e-07;3.79985e-07;8.17856e-07;3.39935e-07;3.29983e-07;2.00056e-06;3.29983e-06;3.55903e-06;35.0;36.4;39.6;23.0;23.0;24.610;43.4;1001.42;
06132026-07:37:46;9.499691;9.49969167;9.49968147;9.49969773;9.4996747;9.4996952;9.4996885;9.4997117;9.499651;9.499694;3.65738e-07;2.44026e-07;1.97936e-07;6.94422e-07;2.0548e-07;2.44949e-07;4.12499e-06;1.24722e-06;2.82843e-06;35.0;36.4;39.6;23.0;23.0;24.600;43.4;1001.45;
06132026-07:40:05;6.701308;6.70130877;6.70130152;6.70131321;6.7012984;6.7013095;6.7013022;6.7013195;6.701237;6.701308;4.99334e-07;6.273e-07;1.54782e-07;2.82843e-07;4.98888e-07;2.94392e-07;1.49666e-06;4.96655e-06;9.42809e-07;35.0;36.6;39.7;23.0;23.0;24.360;43.3;1001.49;
06132026-07:42:25;10.178436;10.1784366;10.1784262;10.1784433;10.1784196;10.1784394;10.178436;10.17846;10.178366;10.178436;1.37356e-07;2.29541e-07;5.06425e-07;3.29983e-07;1.41421e-07;4.71405e-07;1.69967e-06;1.41421e-06;8.16497e-07;35.0;36.6;39.7;23.0;23.0;24.070;43.3;1001.51;
06132026-07:44:44;-9.828512;-9.82851355;-9.82850782;-9.82852152;-9.8284999;-9.8285167;-9.828514;-9.8285459;-9.828587;-9.828553;2.36195e-07;3.09642e-07;1.11703e-07;9.74109e-07;2.82843e-07;2.94392e-07;5.65685e-07;4.18994e-06;8.16497e-07;35.1;36.6;39.7;23.0;23.0;23.920;43.4;1001.56;
06132026-07:47:04;5.402217;5.40221746;5.4022121;5.40222086;5.4022082;5.4022172;5.4022099;5.4022228;5.402057;5.402222;1.50295e-07;8.81564e-08;4.04196e-07;6.12826e-07;2.16025e-07;4.71405e-08;9.79796e-07;2.44949e-06;2.49444e-06;35.0;36.5;39.6;23.0;23.0;23.940;43.5;1001.59;
06132026-07:49:23;-7.879954;-7.87995512;-7.87995046;-7.87996071;-7.8799442;-7.8799573;-7.8799566;-7.8799796;-7.880032;-7.87999;3.73008e-07;2.71069e-07;3.39673e-07;1.11156e-06;2.16025e-07;2.35702e-07;5.65685e-07;8.16497e-07;8.16497e-07;35.0;36.5;39.6;23.0;23.0;24.050;43.6;1001.51;
06132026-07:51:43;5.848872;5.8488726;5.8488666;5.84887637;5.8488621;5.8488729;5.848864;5.8488782;5.84876;5.848873;4.08645e-07;9.43056e-08;4.5259e-07;5.4365e-07;4.10961e-07;3.39935e-07;9.79796e-07;1.24722e-06;8.16497e-07;34.9;36.4;39.6;23.0;23.0;24.180;43.6;1001.58;
06132026-07:54:02;-7.517158;-7.51715945;-7.51715443;-7.51716478;-7.5171472;-7.5171617;-7.5171615;-7.5171861;-7.517233;-7.517191;1.39004e-07;3.20065e-07;1.59094e-07;1.07806e-06;1.24722e-07;5.4365e-07;1.02089e-06;2.86744e-06;2.62467e-06;34.9;36.5;39.6;23.0;23.0;24.300;43.6;1001.52;
06132026-07:56:21;-0.343146;-0.34314692;-0.343146819;-0.343146326;-0.3431463;-0.3431496;-0.343147;-0.3431533;-0.343133;-0.343148;3.37845e-07;4.40449e-07;2.26119e-07;7.48331e-07;3.39935e-07;2.16025e-07;5.65685e-07;3.55903e-06;1.41421e-06;34.9;36.3;39.5;23.0;23.0;24.370;43.6;1001.51;
06132026-07:58:41;9.795719;9.7957198;9.79570898;9.79572437;9.7957025;9.795722;9.7957176;9.7957423;9.795667;9.795715;1.70697e-07;1.49414e-07;2.79587e-07;5.55778e-07;3.09121e-07;3.39935e-07;5.65685e-07;2.49444e-06;2.94392e-06;34.9;36.4;39.5;23.0;23.0;24.420;43.6;1001.48;
06132026-08:01:00;-5.419314;-5.41931553;-5.41931181;-5.41931917;-5.4193067;-5.4193179;-5.4193153;-5.4193365;-5.419546;-5.419343;2.39664e-07;6.00547e-07;2.83564e-07;6.3421e-07;2.0548e-07;2.49444e-07;5.65685e-07;0;9.42809e-07;34.9;36.5;39.6;23.0;23.0;24.440;43.5;1001.51;
06132026-08:03:20;7.159752;7.15975259;7.15974526;7.15975692;7.1597407;7.1597537;7.1597461;7.1597623;7.15969;7.159751;2.71893e-07;2.24369e-07;9.4914e-08;5.65685e-07;4.49691e-07;2.94392e-07;2.0854e-06;4.32049e-06;2.86744e-06;34.9;36.3;39.5;23.0;23.0;24.210;43.4;1001.42;
06132026-08:05:39;0.944071;0.944070965;0.944069788;0.944072013;0.9440689;0.9440679;0.9440705;0.944066;0.944065;0.944074;2.72773e-07;1.34722e-08;3.05281e-07;2.49444e-07;3.85861e-07;9.42809e-08;1.54128e-06;1.88562e-06;1.63299e-06;35.0;36.4;39.6;23.0;23.0;23.960;43.4;1001.45;
06132026-08:07:59;-4.17571;-4.17571094;-4.17570867;-4.17571348;-4.1757044;-4.175714;-4.175711;-4.1757289;-4.175983;-4.175733;7.33773e-08;2.11966e-07;1.42894e-07;3.26599e-07;4.10961e-07;8.16497e-08;1.02089e-06;2.16025e-06;2.94392e-06;35.0;36.4;39.5;23.0;23.0;23.780;43.4;1001.39;
06132026-08:10:18;9.806015;9.80601478;9.80600531;9.80602074;9.8059982;9.8060175;9.8060121;9.8060392;9.805967;9.806007;1.50295e-07;2.70859e-07;8.24958e-08;1.12645e-06;3.55903e-07;3.29983e-07;2.6386e-06;6.18241e-06;5.4365e-06;35.0;36.3;39.5;23.0;23.0;23.770;43.6;1001.35;
06132026-08:12:37;-1.491187;-1.49118829;-1.49118768;-1.49118904;-1.491186;-1.4911916;-1.4911877;-1.4911977;-1.491208;-1.491196;2.81085e-07;3.59537e-08;2.98105e-08;2.49444e-07;2.62467e-07;1.63299e-07;2.6386e-06;2.94392e-06;4.10961e-06;35.0;36.5;39.5;23.0;23.0;23.910;43.7;1001.34;
06132026-08:14:57;6.139801;6.13980091;6.13979426;6.13980408;6.1397899;6.1398011;6.1397933;6.1398089;6.139703;6.139796;3.86741e-07;2.78606e-07;2.5094e-07;8.80656e-07;4.6428e-07;3.55903e-07;5.65685e-07;8.16497e-07;9.42809e-07;34.9;36.3;39.5;23.0;23.0;24.040;43.8;1001.32;
06132026-08:17:16;10.568432;10.5684324;10.5684216;10.5684382;10.5684152;10.5684349;10.568432;10.568456;10.568345;10.56843;2.13125e-07;3.7241e-07;3.5027e-07;5.73488e-07;1.88562e-07;4.71405e-07;4.71405e-07;4.24264e-06;1.88562e-06;34.9;36.4;39.5;23.0;23.0;24.190;43.8;1001.34;
06132026-08:19:36;8.118773;8.11877359;8.1187655;8.118778;8.1187592;8.1187747;8.1187682;8.1187873;8.118742;8.118771;1.46648e-07;4.61566e-07;4.86146e-07;4.10961e-07;4.71405e-08;1.88562e-07;1.54128e-06;3.77124e-06;1.69967e-06;34.9;36.4;39.5;23.0;23.0;24.250;43.7;1001.21;
06132026-08:21:55;10.719708;10.7197088;10.7196978;10.7197152;10.7196917;10.7197115;10.719709;10.719735;10.719628;10.71971;3.30757e-07;1.07083e-07;1.14407e-07;3.29983e-07;3.74166e-07;4.71405e-07;1.88562e-06;1.41421e-06;4.02768e-06;34.9;36.4;39.5;23.0;23.0;24.200;43.7;1001.27;
06132026-08:24:15;9.790123;9.79012372;9.79011383;9.79012951;9.7901075;9.7901255;9.7901219;9.7901458;9.790076;9.790119;8.92985e-08;1.62261e-07;2.16133e-07;4.32049e-07;2.0548e-07;4.6428e-07;1.54128e-06;1.63299e-06;2.44949e-06;34.9;36.4;39.5;23.0;23.0;23.940;43.6;1001.25;
06132026-08:26:34;-7.086938;-7.0869401;-7.0869354;-7.08694427;-7.0869285;-7.0869433;-7.0869406;-7.0869655;-7.087037;-7.086975;1.76301e-07;3.47083e-07;3.64588e-07;6.2361e-07;3.55903e-07;2.49444e-07;1.02089e-06;3.85861e-06;2.44949e-06;34.9;36.4;39.5;23.0;23.0;23.800;43.6;1001.30;
06132026-08:28:54;-10.962605;-10.9626059;-10.9626;-10.962614;-10.9625886;-10.9626091;-10.962603;-10.962639;-10.962721;-10.962654;5.23259e-07;4.56971e-07;3.63532e-07;1.07806e-06;5.88784e-07;4.71405e-07;8.16497e-07;1.63299e-06;2.16025e-06;34.8;36.2;39.4;23.0;23.0;23.650;43.7;1001.23;
06132026-08:31:13;6.808381;6.80838162;6.80837444;6.80838523;6.8083699;6.808382;6.8083729;6.808391;6.808316;6.808378;6.15258e-07;3.74634e-07;3.05569e-07;9.42809e-07;1.24722e-07;5.24934e-07;1.69706e-06;1.24722e-06;3.29983e-06;34.8;36.2;39.4;23.0;23.0;23.610;43.8;1001.21;
06132026-08:33:33;8.644942;8.64494197;8.64493384;8.64494714;8.6449269;8.6449436;8.6449352;8.6449607;8.644918;8.644943;3.68977e-07;1.65782e-07;1.21732e-07;7.07107e-07;1.69967e-07;9.67241e-07;1.13137e-06;0;3.68179e-06;34.8;36.3;39.4;23.0;23.0;23.740;43.9;1001.32;
06132026-08:35:52;6.764574;6.76457419;6.76456735;6.76457779;6.7645637;6.7645743;6.7645674;6.7645851;6.764506;6.76457;1.39004e-07;8.853e-08;2.23196e-07;7.78888e-07;3.74166e-07;1.41421e-07;9.79796e-07;1.63299e-06;4.32049e-06;34.8;36.3;39.4;23.0;23.0;23.860;44.0;1001.35;
06132026-08:38:12;-4.112731;-4.11273231;-4.1127295;-4.11273458;-4.112725;-4.1127354;-4.1127316;-4.1127504;-4.112992;-4.112753;3.42929e-07;2.78982e-07;4.60169e-08;3.68179e-07;1.24722e-07;8.16497e-08;2.0854e-06;2.49444e-06;1.24722e-06;34.8;36.3;39.4;23.0;23.0;24.030;44.0;1001.33;
06132026-08:40:31;4.97542;4.97542016;4.97541478;4.97542268;4.9754104;4.9754189;4.9754123;4.9754246;4.97521;4.975417;4.86512e-07;2.7264e-07;3.00176e-07;5.24934e-07;4.18994e-07;2.0548e-07;5.65685e-07;3.09121e-06;1.88562e-06;34.7;36.2;39.3;23.0;23.0;24.110;43.9;1001.29;
06132026-08:42:50;-3.776735;-3.77673642;-3.77673404;-3.77673845;-3.7767292;-3.7767394;-3.7767351;-3.7767519;-3.776968;-3.776757;2.51652e-07;4.28035e-07;5.77139e-08;6.94422e-07;1.24722e-07;3.85861e-07;6.12826e-07;1.69967e-06;1.63299e-06;34.8;36.2;39.3;23.0;23.0;23.960;43.8;1001.36;
06132026-08:45:10;-6.746164;-6.746165;-6.74616114;-6.74616955;-6.7461563;-6.746168;-6.7461646;-6.7461907;-6.746268;-6.746199;3.5876e-07;3.7889e-07;2.71313e-07;4.98888e-07;1.63299e-07;4.71405e-08;1.02089e-06;2.86744e-06;2.35702e-06;34.7;36.1;39.3;23.0;23.0;23.760;43.8;1001.32;
06132026-08:47:29;8.330475;8.3304749;8.33046697;8.33047999;8.3304604;8.330477;8.3304671;8.330492;8.330445;8.330469;6.10469e-07;1.23475e-07;2.39002e-07;5.09902e-07;2.86744e-07;6.94422e-07;5.65685e-07;5.4365e-06;3.68179e-06;34.7;36.1;39.3;23.0;23.0;23.600;43.8;1001.27;
06132026-08:49:49;-5.908129;-5.90813046;-5.90812707;-5.90813396;-5.9081211;-5.9081333;-5.9081299;-5.908154;-5.908305;-5.908158;1.3253e-07;2.09355e-07;1.40562e-07;1.03387e-06;1.69967e-07;1.69967e-07;2.6386e-06;2.35702e-06;3.39935e-06;34.7;36.2;39.3;23.0;23.0;23.480;43.9;1001.22;
